path,hash,class
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (190).jpg,12800292942700361933,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (191).jpg,12729087456419459939,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (192).jpg,16259348820188866355,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (193).jpg,12728526714036446833,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (194).jpg,16255406823568981445,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (195).jpg,13013372568422017336,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (196).jpg,13230952145548682296,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (197).jpg,12878268424350795539,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (198).jpg,12806210682140133005,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (199).jpg,12950606812130221104,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (2).jpg,16313970041338753862,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (20).jpg,12945188768543303020,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (200).jpg,12948354737556475020,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (201).jpg,16476027364781280316,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (202).jpg,13729717368626866381,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (203).jpg,13014210383464876480,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (204).jpg,17625627025798498753,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (205).jpg,17337115732897569177,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (206).jpg,12725429711819446684,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (207).jpg,12725429162067859510,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (208).jpg,12725429711953709348,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (209).jpg,12806492169611453390,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (21).jpg,12729088554196952173,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (210).jpg,12806492307045163718,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (211).jpg,12806492856807665862,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (212).jpg,12948919607339069644,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (213).jpg,17553285903720683979,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (214).jpg,12950536750079685011,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (215).jpg,16623235507402600755,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (216).jpg,16619858889964022066,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (217).jpg,16619858888890337587,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (218).jpg,16621829217015140914,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (219).jpg,16621829215937205938,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (22).jpg,12729018185452776779,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (220).jpg,16691635011235452562,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (221).jpg,16692196852047320726,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (222).jpg,16476083443737271441,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (223).jpg,16476083443735173271,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (224).jpg,16476009776865025640,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (225).jpg,16476080145608937068,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (226).jpg,16399467069824198472,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (227).jpg,16399449476564414281,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (228).jpg,16399449476564414345,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (229).jpg,16399519845308583825,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (23).jpg,11648154270588824987,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (230).jpg,16399519845308583825,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (231).jpg,16617378154617025387,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (232).jpg,16329147572340691819,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (233).jpg,16184473764127086233,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (234).jpg,16184473774864570009,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (235).jpg,17337113804494116809,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (236).jpg,16328306457137421261,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (237).jpg,17481228309636617165,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (238).jpg,17779043011964831281,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (239).jpg,16625840032381273883,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (24).jpg,11648435754121915706,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (240).jpg,16626965524215942155,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (241).jpg,16482219605160167062,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (242).jpg,17475881051317836825,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (243).jpg,17484887115107518360,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (244).jpg,12873202092572853134,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (245).jpg,12728526153977363655,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (246).jpg,12730777928020712647,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (247).jpg,12730777928093928931,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (248).jpg,12729934065804101913,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (249).jpg,12799738898733963574,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (25).jpg,11792003385004879238,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (250).jpg,12800301840231665974,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (251).jpg,16473004585591262259,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (252).jpg,16473022182051291955,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (253).jpg,16481444436007619791,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (254).jpg,16481164618932359628,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (255).jpg,17634083924547803340,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (256).jpg,16481162445718762252,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (257).jpg,16481724158720807731,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (258).jpg,16625840446308225827,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (259).jpg,16623869571715958311,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (26).jpg,11578930058591221651,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (260).jpg,16623799807454907942,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (261).jpg,16623798931281579623,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (262).jpg,17779042875062748709,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (263).jpg,17053322639328372332,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (264).jpg,17048537701022394061,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (265).jpg,17054167200606807788,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (266).jpg,17045168234800429006,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (267).jpg,17054738375313732326,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (268).jpg,17072752774360085030,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (269).jpg,17059234277416120931,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (27).jpg,12299501879824234131,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (270).jpg,17131295110933001731,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (271).jpg,17131295145761965619,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (272).jpg,17122287911057016635,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (273).jpg,17130732469463322402,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (274).jpg,17131304219820248582,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (275).jpg,16472161266581687943,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (276).jpg,16263299566033836825,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (277).jpg,16407414754096061209,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (278).jpg,16480598246581240723,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (279).jpg,16479472415641143182,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (28).jpg,11723602978499998419,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (280).jpg,16480527946738242718,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (281).jpg,16498535748194210712,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (282).jpg,16479402886547312332,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (283).jpg,17778483498699705862,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (284).jpg,16625558695021366470,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (285).jpg,16626332830563239372,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (286).jpg,16622183256718254861,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (287).jpg,16482501282144609805,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (288).jpg,16495730588868503150,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (289).jpg,12728525874930631526,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (29).jpg,11723884175917692472,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (290).jpg,12727399932065600359,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (291).jpg,12727399937971140454,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (292).jpg,12801709119659664998,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (293).jpg,11720860559307656399,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (294).jpg,16332476355824950419,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (295).jpg,16337262392484926611,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (296).jpg,16334728327554242450,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (297).jpg,16406785835705610651,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (298).jpg,16262741016374972635,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (299).jpg,16262741012012997209,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (3).jpg,16313968942112338246,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (30).jpg,11723602700949435000,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (300).jpg,16406856200055167579,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (301).jpg,17562306157937726156,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (302).jpg,12950606945371855174,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (303).jpg,12797203134637788262,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (304).jpg,12797205337955911267,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (305).jpg,12806491807123544518,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (306).jpg,12950606996911495270,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (307).jpg,12948355188411406566,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (308).jpg,12948355188411414630,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (309).jpg,12944133098958305382,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (31).jpg,11788625496745003420,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (310).jpg,12945258998345054246,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (311).jpg,12801143824764705078,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (312).jpg,12729085940816622390,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (313).jpg,12729086350986012470,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (314).jpg,11854207857346360121,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (315).jpg,11856459657126490937,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (316).jpg,11860963427780813624,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (317).jpg,11861031580252161761,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (318).jpg,11869478441809644751,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (319).jpg,16472156874424995011,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (32).jpg,11788625496744602009,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (320).jpg,17625059120415001755,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (321).jpg,16481164069434841234,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (322).jpg,16481160772783261843,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (323).jpg,16472435048772638739,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (324).jpg,16337327059733414043,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (325).jpg,17562306158344639112,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (326).jpg,17048818583865825683,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (327).jpg,16540766721513055900,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (328).jpg,16541329126006010758,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (329).jpg,16469271523911807950,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (33).jpg,11788625496745126296,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (330).jpg,11857866980349981646,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (331).jpg,11856459639826559691,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (332).jpg,11855333740056556091,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (333).jpg,16295932871290212700,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (334).jpg,16295950463358816596,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (335).jpg,11702124903256578389,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (336).jpg,16316217443340343124,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (34).jpg,12077414415660180889,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (35).jpg,11789188164840269529,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (36).jpg,12003105848660928217,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (37).jpg,12003105848707065565,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (38).jpg,11789240941499134925,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (39).jpg,11788677965770111436,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (4).jpg,17466872613955197283,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (40).jpg,12937095870752987534,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (41).jpg,12938503292877748678,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (42).jpg,12947510524344742726,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (43).jpg,12945259138987012902,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (44).jpg,11863215658610019789,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (45).jpg,11865185983448504806,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (46).jpg,13164745423225106891,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (47).jpg,12217023578444935623,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (48).jpg,11657737193942652473,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (49).jpg,12234756708640654385,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (5).jpg,12369016095104603721,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (50).jpg,11644222207497635187,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (51).jpg,11644231002751813195,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (52).jpg,11644789537478854505,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (53).jpg,11784115301121563723,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (54).jpg,12365924060802616395,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (55).jpg,12363960350214821962,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (56).jpg,11644512507692406985,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (57).jpg,13227225140398955369,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (58).jpg,13227228713845328236,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (59).jpg,13227507710625933208,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (6).jpg,11972417857281363657,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (60).jpg,13237092144945636530,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (61).jpg,11998039361404167932,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (62).jpg,11998039361441916524,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (63).jpg,11791721906177469542,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (64).jpg,11647606718160727494,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (65).jpg,12613624552642861492,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (66).jpg,16635623237694626267,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (67).jpg,16640125054893845709,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (68).jpg,17547937923680433860,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (69).jpg,11864341558522104973,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (7).jpg,11971292979572690765,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (70).jpg,16692190260850143544,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (71).jpg,17268651008254551607,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (72).jpg,16619295877787190951,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (73).jpg,16619295933302676620,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (74).jpg,16620142557256029325,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (75).jpg,12007328027036695711,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (76).jpg,16619576970192696205,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (77).jpg,12007890951798862734,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (78).jpg,12936181156967037830,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (79).jpg,13233418595048038178,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (8).jpg,12012115932754437490,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (80).jpg,16682911584320015672,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (81).jpg,16681493777081931444,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (82).jpg,13222739717201107602,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (83).jpg,12950536713008856380,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (84).jpg,13233700539512691900,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (85).jpg,12945470167640218812,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (86).jpg,13233419081985072568,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (87).jpg,12080497573083322809,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (88).jpg,16692183660230160950,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (89).jpg,16692183625771856438,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (9).jpg,11723883357615122035,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (90).jpg,16682609087686195564,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (91).jpg,16539344940890012691,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (92).jpg,16691895592455070511,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (93).jpg,16690765295039100327,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (94).jpg,16683183060722758855,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (95).jpg,12012113461133496012,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (96).jpg,16620423930494881197,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (97).jpg,17126506064524747699,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (98).jpg,12010687423460225973,tomato insect damage
multiple leaf dataset/tomato leaf/tomato insect damage/tomato insect damage (99).jpg,12001680911534073777,tomato insect damage
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (1).jpg,16253663468777141403,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (10).jpg,16547872761633805106,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (100).jpg,16539920647768665289,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (101).jpg,16548928258504353484,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (102).jpg,16405376028970804844,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (103).jpg,16404817477068087916,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (104).jpg,16251695228175214284,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (105).jpg,16260702297693709108,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (106).jpg,16262945508324652579,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (107).jpg,16262734402165682787,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (108).jpg,16262672863800637026,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (109).jpg,16254280973629416409,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (11).jpg,16547872761637458548,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (110).jpg,11644847820036006809,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (111).jpg,12864194896263866086,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (112).jpg,12865826674568554188,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (113).jpg,11568847164207752942,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (114).jpg,12729089655409553767,tomato leaf mold
